review_2458768315,Shubhadeep Bhattacharyya,"Jul 16, 2018",One of the best detective novels out there. Outstanding storytelling.,5,0 likes,1
review_2881197329,Hermance,"Jul 28, 2019","I highly recommend Devotion of Suspect X. This book is so good! I loved everything about it!

Keigo Higashino is a master of thriller.",5,0 likes,1
review_4488351749,Sangeet,"Jan 19, 2022",salvation of a saint was the best amongst the three. To know the murderer from the start but what is the motive???,4,0 likes,1
review_4333902254,Alice Nguyen,"Nov 12, 2021","Personally, this is the greatest book of Keigo I've ever read. Highly recommend it 🙆📘",5,0 likes,1
review_2915237158,Avishek Gupta,"Jul 28, 2019",All three books are brilliant and amazing with fantastic Plot twist. Must read for thriller lovers.,4,0 likes,1
review_4433442001,Samiksha Shrivastav,"Jan 01, 2022",,4,0 likes,1
review_3577363198,An Nguyễn,"Oct 03, 2020",,5,0 likes,1
review_2792477903,silviana siauw,"Apr 21, 2019",,5,0 likes,1
review_2274608491,Adarsh,"Jan 27, 2018",,4,0 likes,1
review_2292731464,David,"Feb 11, 2018",,3,0 likes,1
review_2679803777,Suzieana,"Jan 18, 2019",,5,0 likes,1
review_2912114782,Judy Chen,"Jul 26, 2019",,5,0 likes,1
review_4349933414,An Nguyen,"Nov 21, 2021",,5,0 likes,1
review_2799687661,Ashesh,"Apr 26, 2019",,3,0 likes,1
review_2378489069,Glenda,"May 01, 2018",,5,0 likes,1
review_2495656085,Binhtran135,"Aug 15, 2018",,4,0 likes,1
review_3864537455,Kamal Chopra,"Feb 28, 2021",,4,0 likes,1
review_2607283776,YuetLin,"Nov 27, 2018",,4,0 likes,1
review_2818172361,Janar,"May 12, 2019",,5,0 likes,1
review_4361812452,Rifqi Arya,"Nov 29, 2021",,4,0 likes,1
review_3297391219,Jesse (JesseTheReader),"May 05, 2020","I loved this book so much! It has everything that I love in a book. The way in which it weaves the story together connecting all the characters was what completely won me over. All the characters are given such detailed backgrounds that they feel real. I didn't love the way in which some of the advice was being worded by the boys sending out the advice letters, but it was realistic to the situation at hand. I'm so thrilled that this one was a win for me!",0,532 likes,2
review_4338670584,Joanna Chu (The ChuseyReader),"Nov 15, 2021","Thanks Teck for recommending this book! Omg this actually made me cry a few times which is a first!!

~ Quick Summary ~

Three delinquents hide out in an old abandoned general store where they exchange letters with people from the past who are seeking life advice and unexpectedly become life coaches 😆.

~ Pick this up if you enjoy/don’t mind ~

✨ Magic Realism

😢 Emotional and touching stories

🐢 Slower pace

😆 Some comedy

📚 ""the Housekeeper and the Professor” (I definitely enjoyed Namiya more!!)

~ What I loved ~

I loved the use of different POV and timelines because of how they connected. First we were introduced to the delinquents who stumbled upon the magical store and their first letter. I was disappointed when we changed POV but seeing the letter and from a different perspective was actually quite hilarious because it was so brutally honest and I could imagine the delinquents blabbering about what to write.

This was very touching. The people seeking advice were normal, everyday people so they were relatable and it was easy to connect. The lessons that the characters learned were actually so amazing and touching. There were 3 moments that made me unexpectedly emotional. I even cried and that is rare!

~ What I didn’t enjoy ~

The stories were a little boring to begin with, but when the characters learn, develop and think about the advice, it does get interesting and tug at the heartstrings. As there are quite a few stories in there, we have to go back to the beginning to introduce the characters and their stories. So going through that process multiple times does slow down the pace for me.",4,74 likes,2
review_4121332755,chaity,"Jul 23, 2021","what you think this book is:-

what it actually is:-


unapologetically Japanese, beautifully crafted, and heartbreakingly uplifting— the miracles of the namiya general store is a miraculous piece of art and it probably deserves a little more love and appreciation than what its already getting.

people don’t drift apart for one specific reason. well, you might be able to find a reason, but you could come up with one only after you made up your mind, a tired excuse tacked on after the fact.



while i'm mourning all that's been lost in translation, i'm still feeling hopeful and would recommend this book to anyone wanting to hear the stories that this book tells. it, my friend, is a story of some boys next door, of an athlete, of that one golden hearted and talented musician, it's a story of an orphanage, it also happens to be a story of a love, and most of all a story made up with words that were left unsaid, it' s a story of many people that i, unfortunately, will never have the privilege to meet. im never going to meet namiya, i will never get any piece of advice from him, but maybe i can be the namiya is someone else's life, who knows?


anyways, a few realization⤵

➜it's you who changes your life, it's you who has to get up from your bed in the morning, and deal with the world. and you do have control over almost everything in your life.
➜everyone needs advice, but at the end of the day the answer lies in your heart. you already know the solution, you just need someone to show you the path sometimes. and it's okay to seek help.
➜every decision we take, make makes us us
➜we all are, as human beings, somehow connected.





lastly, all my friends loved this book a little bit more than i did. i can tell its mostly me, not the book. i'm not a huge fan of magical realism aspect in contemporary fiction and the time jump is something that easily manages to give me headaches. also the writing put me off. but i dont regret giving it a try. it was worth it.",3,46 likes,2
review_4614409420,STEPH,"Apr 22, 2022","For me; There is something special about books that could REALLY make me cry. This book hit all the right marks. It aimed, targeted and shot me through the heart. And I’m still trying to recover from it as I am writing this review.

I wonder how my life would be if I drop a letter to the Namiya General Store. Who’s going to answer my life’s quandary? Mr. Namiya or the three burglars? This novel kind of reminded me of Before The Coffee Gets Cold because of its magical connection with TIME. Completely unrelated in terms of the premise but reading Japanese books is slowly becoming the norm for me. They bring a different colour to my reading experience.

I completely and hands down reccommend this book to everyone. One little reminder, though. YOU WILL LIKELY CRY SO BRACE YOURSELF!",5,51 likes,2
review_3342739319,Divine,"May 19, 2020","""You are not just here to fill space or be a background character in someone else's movie. Consider this: nothing would be the same if you did not exist. Every place you have ever been and everyone you have ever spoken to would be different without you. We are all connected, and we are all affected by the decisions and even the existence of those around us."" --David Niven
This was truly a heartwarming yet tear-inducing read reminiscent of the quaint magic Studio Ghibli films always have. No one would expect that Keigo Higashino, a resident powerhouse of the Japanese crime fiction genre, would be the genius behind this masterpiece. However, I noticed that all of his books always examine the value of filial love and have a heartfelt theme despite the fact that the story centers on a murder.

The Miracles of the Namiya General Store follows this theme as well and fleshes out the lives of the letter senders in the past and weaves it into an intertwining tapestry of human relationships transcending time. At times, I was frustrated with the three delinquents' brash ignorance and I wished that their personal stories were also examined more. However, they had developed by the end quite well and I was really touched with their reflections brought by the magic pervading in the store.

I really felt elated and full of love while reading this book! It really emphasized how our words influence the course of people's lives without really knowing the magnitude of its effects on them. This is by far one of my favorite pieces from Keigo Higashino, and I'm now sure of the fact that he's my favorite author of the year.

P.S. There's also a movie released in 2017 so I'm off to watch it now and cry all over again HAHAHA.
P.P.S. I just finished watching the movie and I loved it especially when the song Reborn was performed huhuhuh I still love the book more though as it's more nuanced and contemplative.",5,47 likes,2
review_4519025444,Zainab,"Feb 05, 2022",The only downside of this book? It ends.,5,43 likes,2
review_4495956243,Em Lost In Books,"Jan 22, 2022","Three thieves find themselves taking shelter in an abandoned general store after a robbery. Soon a leeter was dropped in the store seeking store owner's advice about some dilemma that a young woman was facing at that time in her life. Thieves after a heated discussion decides to help the young woman by answering her questions, thus starting a chain of questions and answers that takes the reader back and forth in time in the life of different people who at some point dropped a letter in the store in search of answers to their questions.

Many characters were introduced throughout the story. Some of their stories left me with teary eyes while others put a smile on my face. Despite many arcs in story everything was tied up neatly in the end making it a very satisfying read for me.

This was my second book by the author and this was a complete opposite of Malice. He dealt with human emotions so differently here than Malice, and I am in awe of him how he tells his stories. And that makes me want to read another of his book sooner.

Highly recommended.",5,,2
review_4703116967,Liong,"May 06, 2022","An exciting and touching story.

A story tells another story.

When I read the second chapter, I thought I read a new story. They are related.

The author can tell a complicated mystery smoothly and randomly.

I enjoyed reading it slowly.

No wonder this book is rated so high. One of the best fiction I ever read.

Great storybook.",5,,2
review_4122257785,Maisha Farzana (on hiatus),"Jul 18, 2021","=》4 stars

Buddy read with Chaity, Sinthia, Rajeswari and Maliha. 💖💖

“People don't drift apart for one specific reason. Well, you might be able to find a reason, but you could come up with one only after you made up your mind, a tired excuse tacked on after the fact. If their hearts were still in it and their bond was threatening to sever, you'd think one of them would step in and try to fix things. When no one does, you you know the bond has already been broken.”


The Plot: Atsuya, Koehi and Shota - three really close friends are currently on a run. They have done something very wrong. They just robbed a woman.Trying to find the perfect to hide, they come across to an old abandoned house. To be more specific a decades old general store- The Namiya General Store. They take shelter there for a night. But they never imagined that this ""one night"" will change their whole lives.

This deeply moving story follows several different characters across decades in time, all of them linked by a magical little place; a general store called ""The Namiya General Store"". A old named Mr. Yuji Namiya is the owner of this store. He’s a man living the last phase of his life. His wife has passed away and he decides on a whim to give written advice to correspondents. So, he starts accepting handwritten letters from anyone who has a question to ask and try his earnest to give them the right replies and advices. That's how this incredible journey of the Namiya General Store begins......

◇ I loved:

*The writing: I really loved the easy and accessible writing of this book. It was very simple yet elegant. I just flew through the writing. The translation was amazing.

*The characters: This book features a huge cast of diverse characters. The author has beautifully portrayed all of these characters. Loved how the story is told from different perspectives across the time. All of the characters belong to different times and places. So, their way of thinking, their conflicts and decisions weren't similar. That's what made everything seem so real. All of the characters are inter-connected and the common connection they have is the Namiya General Store. I liked the characters cast a lot. The only problem I faced with it was that I couldn't remember their names. There are lots of names and I kept forgetting them. This somehow affected my reading experience. As I told you, all the characters are inter-related. So, It's for the best to remember them all. And I couldn't. I just couldn't memorize who is who. By the way, the aspiring musician was my favourite character. Loved Sota too.

*The letters: The letters were life. Okay? I absolutely adored all these different types of letters. The author weaves an intertwining tapestry of human relationships that transcends time. I highly admired the way the author sewed all these broken promises and conflicted hearts together and crafted this masterpiece of a book.

*Others: ""The Miracles of the Namiya General Store"" is a heart breaking tale of humanity, finding ones true self, our conflicts, the decisions we make and how a single piece of word can change our lives. Mr. Namiya started a wonderful job and the three boys finished it.

◇ Cons: The main problem I had with the book is the time jumps. They were bit too much. The jumps between time and places confused me. For a moment, we are here in the 21st century and then, suddenly we are in the 80s. Well, that felt kinda under whelming.

“Be a fighter. Give it everything you’ve got. Even a losing battle is worth fighting. Go out and make your mark.”


Despite having a con or two, this book is a must read for everyone. I devoured it. I really liked it and enjoyed the whole time reading it. Now, I am really really interested in checking out more books by Japanese authors.

P.S. There is also a movie. Check that one out...",4,32 likes,2
review_4122498172,~Rajeswari~,"Jul 23, 2021","Buddy read with Sinthia ,Maisha ,Maliha &Chaity 💕
Even a losing battle is worth fighting
Every time I read a Japanese book,my mind automatically feels more peaceful and serene.I see life and its hardships in a different light.This book revolves around a mysterious general store called “Namiya General Store’ which is famous for its advice.It shows us how good advice changes people’s lives.

Timing makes all the difference between success and failure
Aspects which attracted me
• The writing is quite amazing and the ability to create suspense was something out of the world
• The author chose a very soothing way of depicting sorrows and demises
• I loved how every story was connected with each other
• I can’t say in words how the stories hit me.After I finished the book, I sat down quietly for a long time deciphering the whole saga
• The plot is very unique and the characters were just what I wanted them to be
• I DIDN’T CRY :) But this time Sinthia did
Can you make a little time out of your hectic life to read this book?Please read this.Play a soothing Japanese Folk melody and lose yourself!",0,30 likes,2
review_4122127884,Mahbuba Sinthia,"Jul 24, 2021","Buddy read with Rajeswari, Himi, Chaity and Maliha 💗

I wish there were a Namiya General Store everywhere around the world. If not so, just one person like Yuji Namiya, who'd take even pranks seriously.

This book was heart melting. It felt like a warm hug across time. It made me laugh, it made me cry, it made me nostalgic, it made me believe in miracles.

If this book had nothing but those letters, sent through the mail slot and answered in the milk crate, it'd still be a wonderful book. But the author gave every letter a story and some wonderful characters. And of course - the miracles, the time travelling of not just the letters, but also lives and emotions.

In the five chapters, we found seven different stories. Five of them were of the seekers of advices, one was of Yuji Namiya himself and another was of the brutal advice givers! Five who sought advices, took them differently. One could only see what she wanted to see. One stuck to the advice untill the very end. One realised the inner meaning and took her decision accordingly. One didn’t take the advice and the other found some ""premonitions"" unasked.

But the most amazing thing is, all of the stories were interconnected through time and space. The author left no loose threads. He woved them all together and created this outstanding piece of literature.",5,17 likes,2
review_4131199354,Henny,"Jul 27, 2021","This was such a beautiful little story about life and all the lemons it will give you - but also the beauty of choice and the impact words can have on someone else's life.

My advice to everyone who has not read this book yet:
1. Read it.
2. Go into it knowing nothing more than the synopsis. You will be surprised.

Save to say, The Miracles of the Namiya General Store is one of the best books I read this year and one I will definitely come back to in the future.",4,15 likes,2
review_3880684026,K.J. Charles,"Mar 09, 2021","A very soft and cuddly book. Premise: a general store manager randomly becomes an agony uncle of sorts, answering anonymous questions and doing his best to help. 33 years after his death, three young hoodlums hole up in the abandoned store, and find letters from the past coming through the letterbox. So they start answering them, rather less tactfully.

The stories are nicely interwoven, the time jump aspect nicely worked out, and the way the advice works is fun, as we see people interpreting and reacting to the advice in ways shaped far more by themselves than by the advice givers. Yes, whimsical, bit sentimental, and the translation is rather clunky, but whatever: it's a feel-good book (though with quite a lot of hard things noted about Japan and capitalism and sexism) and the ending is super uplifting and really nicely led up to. However, if I gave stars I would have to dock one for the realisation that the 1980s are now basically a period of historical rather than contemporary fiction. Goddammit.",0,31 likes,2
review_2169610666,Narin Kim,"Oct 31, 2017","This magical story about a magical Store offers readers strange comfort. It is about 3 thieves looking for a place to hide on their way to escape from the police. They reach an old house that looks like an old General store and decides to make their way in, spend the night there, and make their way out in the morning. However, as they look around the house, they realize that there's something going on in this house. Something strange. They receive an envelope in the mailbox outside the store and gets shocked about it since the store seemed like it was closed decades ago, and the text in the mail seemed like it was from the past. The mail was about troubles this woman had and was asking them to help. They decide to reply back, and they soon realize that this store manager from a long time ago helped solve his villager's troubles. As the story goes on, they receive more envelopes and it shows different kinds of trouble different people have and how the 3 thieves reply back. This story is very interesting because it goes through the past and present times and how the thieves give feedback to those mails are quite funny, too. But at last, it shows heartwarming stories/troubles and big lessons of how they solved those troubles.

This is my lifelong book; also for many Koreans since it's a very well-known book in Korea. If there is an English version of this book, I would definitely recommend it to more elderly people since there are few parts where it may get a little confusing (time lapse between the past and present), and I think it has stories that more elderly people can relate to. It is such a great book and such an interesting book I can't even explain how good it was to me. I definitely would give this book 6 stars, If I could.",5,22 likes,2
review_2808149858,Ha-Linh,"Aug 04, 2020","Let’s just say the first book I read from Keigo is not a disappointment. I was really engaged from the start to the end, and reading the Vietnamese version makes me able to relate and sympathize more with the characters. Usually I don’t like the “time-traveling” type of book because stuff like that often has too many logical holes in it. But this story has just the right amount of unrealistic components that I could be totally comfortable with. I got it from the first set of letters that this will be somehow interwoven so it was not surprising. However, Keigo’s masterful way of story-telling and character-building still makes this book very interesting and engaging. We know the characters deeply enough to feel invested in their stories, but not too much so that we can still observe their fates unfold as an outsider. A solid 4*",4,14 likes,2
review_2372497115,Nattapan,"Apr 27, 2018","4.5 stars. Very memorable!!

This quote might be good enough to give you an idea about this great book.

“The key to accepting responsibility for your life is to accept the fact that your choices, every one of them, are leading you inexorably to either success or failure, however you define those terms.” (Neal Boortz)",4,17 likes,2
review_3792386993,Tammie,"Sep 05, 2021","Honestly, I was kind of conflicted as to what to rate this because I don't think it's a perfect book - there's bits I'd like to be a bit more fleshed out, the translation felt a little clunky at times, but it's been about 15 minutes since I've finished it and every time I try to write up this review and my thoughts about it, I start crying. So I guess this book gets a 5 stars from me? This really isn't the type of book I usually go for, but I really did love it in the end, and I look forward to rereading it in the future whenever I need a little bit of comfort.",5,13 likes,2
review_4690037436,Paul Ataua,"Apr 25, 2022","A collection of magical and connected stories surrounding a general store that gives advice to those in need of help. That is not a very helpful description of what you are going to read, but it seems best to give as little away as possible. This is just so completely different than his detective novels. It’s gentle, warm, and caring. It fits well within that kind of magical storytelling that the Japanese do so well. A satisfying read!",4,11 likes,2
review_2972538709,Christine Sandquist,"Sep 19, 2019","The Miracles of Namiya General Store is a book of interconnected short stories focusing on the lives of individuals who were helped or shaped by both the store and a nearby orphanage, called Marumitsuen. It follows a group of delinquents, an Olympic fencer, and a real estate tycoon amongst others. It’s a book about how everyone’s lives are connected to one another, how one small action can lead to much larger impacts spanning across generations.

This book comes full circle, showing how the past has impacted the future. The book opens on three young men, orphans who grew up in Marumitsuen, as they escape from a house they robbed. They’re in their getaway car, discussing plans for the night… their car breaks down. They hoof it over to an abandoned house nearby, where they intend to lay low for the night. Gradually, they begin to notice that things aren’t adding up… the clock on their phones is working strangely, and there’s an odd aura pervading the space. When a letter drops in through the mail slot requesting advice, they know something is up. Their first instinct is to leave, but ultimately… they don’t want to leave the author of the letter unanswered. She is a fencer training for the Olympics, and her boyfriend is struggling with cancer. Although he encourages her to live out their dream for her and keep training as hard as she can, she’s torn between acceding to his wishes and spending her time supporting him through chemotherapy.

As they correspond with her, they come to an abrupt realization: “Moon Rabbit,” as she signs her letters, is not from the present. The letters are coming across years to reach them. She’s confused when they mention the Internet or cell phones, and they ultimately nail down the “when” of her time by asking about favorite songs and films. Moon Rabbit is writing to them from 1979…. the year prior to Japan boycotting the Olympics. Armed with this knowledge, the boys give her advice and do their best to dissuade her from pursing her training and encourage her to stay with her partner. This doesn’t quite work as they intended, but it does ultimately work out for the best.

“He’s an amazing guy. No tricks, no bullshit. I mean, when I told him about my problem, he practically bopped me on the head. But he forced me to figure things out and see that I was getting in my own way. He’s the reason why I was finally able to stop worrying and throw myself into the training.”

After they finish their correspondence with Moon Rabbit, another letter drops in. As the novel progresses, it focuses on multiple other points of view so that we seen not only the letters from each of these individuals, but also how they implemented the advice they were given and about their lives back in time.

While I feel that the core conceit of this book was solid, I felt that overall the plot alone wasn’t enough to justify the slice-of-life nature of this story. Slice of life is very difficult to write well, given that the other elements of the book need to be strong enough to overcome the lack of plot. Characters, atmosphere, and prose are key to a successful novel… and unfortunately, I found that they did not come through with enough strength for me to be fully drawn in to this book. Given the glowing reviews of this book as it is written in other languages, I suspect part of this may be due to a slightly lackluster translation – in the original Japanese, it’s very possible that the prose is utterly to die for. The English version, unfortunately, leaves a bit to be desired and comes off as dry and slightly simplistic.

All in all, this is a good book to read if you want something that’s optimistic as well as a quick and easy read. It’s friendly, cozy, and extremely accessible. This is probably a better fit for people who tend to read fiction as opposed to fantasy or science fiction, as these elements are somewhat lighter than I might have hoped. The story overall is very grounded in reality and feels more like a parable of sorts rather than the exploration of new ideas I tend to expect from speculative fiction.

This review and others can be read on my blog, Black Forest Basilisks.",3,9 likes,2
review_2877331156,Marina,"Nov 26, 2019","** Books 120 - 2019 **

This books to accomplish Tsundoku Books Challenge 2019

3,5 of 5 stars!

I love how every chapter is connected with each other's stories! I love how the stories between the athletes and also the shop owner itself. It is my first time to read Keigo Higashino sensei wrote about fantasy surrealism since his specialty is Japan Mystery-thriller. this genre is not bad but i think i still love more his mystery-thriller masterpieces :)

*For Kim Seokjin of BTS who read this books*
At first i'm curious why Jin loves this book? Is it related to their Bangtan Universe world? When i finished read this books okay somehow it is related with Love yourself Highlight reel and Save me webtoon when the parallel world is exist and Jin as the main character wanna save all the members so he repeat time all over and over again so he can chose the perfect scheme for all of them. Time and parallel world is one of the main highlight of this books

Now i'm curious about the movie is. Do you know where i can watch the movie is? XD",4,11 likes,2
review_3639202321,Tiash .,"Nov 11, 2020",This magical book changes life.,5,12 likes,2
review_3443657664,Mobyskine,"Jul 15, 2020","This book is so miraculously incredible I can't stop swooning over it. Starstruck!

Never thought I would be this satisfied after reading a book, this probably one of my best reads this year. I have read 7 books by Keigo Higashino of which on crime thriller and investigation, but The Miracles of the Namiya General Store was totally out of that kind of genre, okay maybe it has a bit of crime in it but this book touches more on humanity and spirits, one's dream that crawls into a parallel universe and intertwined the past and future.

I love how each stories connected and creating a new narrative, on how Yuji Namiya started the miracles-- ""I treat every letter that comes in as a cry for help. These people are no different from the rest of us. They have a hole in their hearts, and something vital is bleeding out. You can't ignore someone who speaks to you from the heart."" The characters were superb-- the three dudes, the musician, the dubious doggy, Paul Lennon also Ms. Moon Rabbit-- they were all my favorite! The story-telling was magnificently inspiring, development and plot transition from each stories were well written, I really enjoyed every bits of it. Love that pinch of The Beatles and few insight of Japan's history.

It was sweet and fantastical, not the usual Keigo Higashino but better. Namiya General Store should continue its service!

""A blank map means you can fill it in however you like. It’s entirely up to you. Everything is open; the possibilities are limitless. It’s a beautiful thing. I can only hope this helps you find a way to start believing in yourself.""

Perhaps it was true that someone in the sky might be tugging on the invisible strings!",5,11 likes,2
review_963035728,Hui-chen Lin,"Jun 09, 2014",It is a cute and sweet story. I smiled and laughed while I was reading this book. I did enjoy reading conversation among those 3 guys. It is a book that makes me relaxed and and feel warm. Enjoy reading it!,4,11 likes,2
review_4122365130,Maliha Tabassum Arna,"Jul 18, 2021","Buddy read with ~Rajeswari~, Chaity, Mahbuba Sayed Sinthia, Maisha Farzana Himi.

""NO MATTER HOW BAD THINGS ARE TODAY, THEY'LL BE FAR BETTER TOMORROW.""
-Namiya General Store.
***** A real 5 star book.
Namiya and nayami, the Japanese word for problems, woes, whatever. If you come by the Namiya General Store in XX city after hours and slip a letter through the mail slot in their shutter, an answer will be waiting for you in the milk crate around back in the morning. By keeping this in front, the Namiya General Store's Mr. Namiya used to answer little childrens letter and gave advices. Advice 'bout life, 'bout studies and everything..... Like that- a que. ""Tell me how I can get an A+ on a test without studying or cheating or anything."" And it's ans. from Mr. Namiya- ""Ask your teacher to test you on yourself. Since you're the topic of the test, whatever you say will be correct."" this really shows, what a person Namiya was!
The book is so much well writtened (and the translation was also WOW!) that many times I felt the deepest infatuation of my heart for the persons of this book. There was different stories in 1st 4 chapters and in the 5th, they all came in the same place . The last (last~est~) reply of the blank letter was really a miracle! The book was like TIME TRAVELLING !
In most time I feel jealous of the Japanese Writers. Now, I need a Namiya General Store! Who will give me a Mr. Namiya....!!!!
Love this than many other books.",5,9 likes,2
review_3435599857,Lauren,"Oct 14, 2021","This book is beautifully written and effortlessly intertwines the various characters’ lives we encounter throughout. There is a completeness to this book which you don’t find in most other novels and this is why it is such a satisfying read.

I will say I didn’t love all of the 5 chapters equally and felt that chapter 4 was the weakest. Conversely chapter 2 was the one which affected me the most emotionally and chapter 3 also really stood out to me as a very strong story. There is an affecting poignancy to all of the chapters and characters’ lives and the advice the owner (and later the 3 delinquents give) to ordinary citizens is life-affirming and fundamentally human.

I was touched throughout whilst reading this magical and thought-provoking book and some of the chapters will stay with me for a while to come (including that ending)! *shivers*",4,9 likes,2
review_2598441299,Irene ➰,"Mar 27, 2020","3.5/5

It was awesome to see how the different stories are all intertwined. The concept was very good and unique as well. It was a jump between past and present all in a single night and it was very interesting.

What fell short was for me the structure of the book. It is divided in different parts but every single one follows the exact same format, repeating the same dynamics over and over again, so unfortunately in the end I got bored.

The characters were okay but they could have been worked out better, they were all a little flat.

So overall it was interesting to see how the story developed and ended but it reaped the same building over and over.",3,8 likes,2
review_3460409376,Stephi,"Sep 21, 2020","The Miracles of the Namiya General Store is the heartwarming and magical story of three delinquents who end up in an abandoned general store, where, to their surprise, a request for advice arrives through the mail slot.

""Harassment, pranks, it doesn't matter to me. I treat every letter that comes in as a cry for help. These people are no different from the rest of us. They have a hole in their hearts, and something vital is bleeding out...You can't ignore someone who speaks to you from the heart.""

This book cleverly weaves together the story of all its characters into a complex tapestry of relationships forged throughout time. I loved the detail and nuance in each letter-writer's personal story and background, but wished the three men giving advice were also developed a bit more.

At first, I was annoyed by how harsh and ignorant the men's, and especially Atsuya's, advice was, but I loved their development through the novel as they grew and learned from each correspondent.

(view spoiler)

4.5 stars",4,7 likes,2
review_3815871319,Nazr•A,"Feb 03, 2021","One for the tresna-sukma-manira shelf!
Really LOVED this!",5,8 likes,2
review_4408423097,cherelle,"Dec 27, 2021","a novel that illuminates how human connection can transcend time, about our inner conflicts and how a few words can change someone's life for the better, and the knowledge that our lives are inevitably woven together in ways we can't imagine, the miracles of the namiya general store was just the read to remind me of the paths we take to find our truest selves.

my heart is now so full.

rating: 4 stars // RTC",4,8 likes,2
review_3076775759,Ian Josh,"Jan 14, 2020","I enjoy Higashino very much, and his last work translated into English (The Newcomer) was of a sweeter variety than his mysteries, but I liked it... but sometimes there’s just too much.

I enjoyed the setup in this novel. The hints and beginning of something magical. It helped I started just before Christmas and I couldn’t help but see some comparisons to One Magic Christmas, a film that is arguably too sappy, but also sometimes feels just perfect.

Maybe I should have finished this book by Christmas Eve, before the Magic drifted away? Maybe?

But even taking a chance to relax this holiday season before picking this up to finish in the early days of January can’t be used as an excuse for what is either weak plotting, or possibly mid-decisions by the translator or his editors.

If the Japanese was this sappy, the English should have had just a little pulled away. Besides that, if Higashino over explained every little nugget, than a strong English editor should have been brave enough to say that this wasn’t necessary in English.

It’s fun when something from page 10 connects to something on page 150, but much less so when it’s pointed out, or screamed out, as it is here.

“Hey look, look what I did. Isn’t it smart and cute and sweet? See, this character is connected to that one, and these two are the same person... see, look, don’t miss it.”

A little subtlety would have improved this book a lot, and a bit more editing could have grown what began as promising and interesting into a more enjoyable book.

As it is, this is easily the worst of the Higashino books available in English and I can’t recommend it his fans or fans of sweet magical tales.

A shame, as it feels like it could have been much better, especially with Higashino as the writer.",2,7 likes,2
